date,open,high,low,close,volume
2024-05-24,452.51,454.45,450.32,451.18,2162182
2024-05-28,450,450.625,442.395,445.08,2670989
2024-05-29,442.11,444.555,441.8,442.47,1876996
2024-05-30,442.21,444.19,440.67,442.1,2189905
2024-05-31,442.69,447.34,439.255,447.07,3917303
2024-06-03,443.48,445,437.885,443.19,2123775
2024-06-04,443.36,444.88,441.32,444.77,2096578
2024-06-05,446.8,447.565,442.305,446.66,2157011
2024-06-06,448.49,449.78,444.63,448.68,1887061
2024-06-07,449.45,453,447.26,449.79,1664850
2024-06-10,448.42,450.17,444.37,449.25,1954548
2024-06-11,447.84,449.25,445.11,449.04,1777281
2024-06-12,451.49,452.5,441.6,443,2738928
2024-06-13,443,445.15,439.32,445,2916648
2024-06-14,443.34,444.959,441.2,444.63,2161546
2024-06-17,442.43,449.34,441.68,448.11,2351895
2024-06-18,447.06,451.2,446.7,450.11,2636506
2024-06-20,451.06,454.481,448.36,452.51,3006765
2024-06-21,452.19,455.3,450.26,454.85,5062383
2024-06-24,454.93,463.07,454.93,456.96,2597068
2024-06-25,458.48,460.305,453.795,455.65,2529625
2024-06-26,452.75,454.677,451.39,452.38,2451388
2024-06-27,448.57,448.7,442,442.75,3313924
2024-06-28,444.64,448.3,438.72,441.16,4105179
2024-07-01,440.8,442.465,435.55,437.61,3149663
2024-07-02,435,444.76,435,444.65,2061407
2024-07-03,445.32,449.285,444.275,448.18,3192350
2024-07-05,447.11,449.95,444.275,449.49,2220706
2024-07-08,449.28,450.61,445,446.24,1802729
2024-07-09,446.65,447.58,442.79,444.7,1608726
2024-07-10,434.61,437.41,429.05,433.64,4760902
2024-07-11,432,437.77,430.11,436.42,4032726
2024-07-12,437.4,442.23,437.32,440.11,2645729
2024-07-15,440.33,444.4,438.74,444,1727716
2024-07-16,446.94,447.158,439.7,443.53,2846645
2024-07-17,442.4,451.52,442.06,451.16,2924993
2024-07-18,448.75,455.43,447.48,448.72,3339984
2024-07-19,451.22,451.24,443.57,443.69,2121736
2024-07-22,445.41,448.85,443.25,447.94,2111943
2024-07-23,448.05,448.74,441.11,441.72,2385481
2024-07-24,434,435.86,428.86,432.45,3764823
2024-07-25,433.94,437.702,429.56,429.6,2384325
2024-07-26,432.28,440.783,432.11,438.18,2039595
2024-07-29,438.8,442.92,435.42,441.3,2248633
2024-07-30,443.77,448.73,443.01,447.45,2266899
2024-07-31,462,474,457.54,463.71,4313637
