date,open,high,low,close,volume
2024-08-16,266.85,268.44,265.39,267.38,5111080
2024-08-19,267.42,268.311,265.23,266.47,6555945
2024-08-20,267,268.04,265.78,268.04,6803575
2024-08-21,268.56,269.27,267.39,268.2,6639748
2024-08-22,268.94,269.5,266.57,267.94,4425444
2024-08-23,268.7,269.21,265.31,267.44,3697448
2024-08-26,267.72,270.37,267.67,268.21,4612181
2024-08-27,268.52,270.95,267.89,270.72,6594067
2024-08-28,271.16,271.98,267.67,269.19,5455098
2024-08-29,270.98,275.99,270.45,274.32,5565085
2024-08-30,275,276.99,274.26,276.37,6296089
2024-09-03,276.37,282.09,276.37,278.54,7278250
2024-09-04,278.71,281.645,278.7,280.49,6107450
2024-09-05,281,281.5,277.41,278.62,6447539
2024-09-06,277.77,280.28,277.43,279.37,7187805
2024-09-09,282.09,286.97,281.65,285.61,10933860
2024-09-10,285.93,286.398,283.57,285.34,5314413
2024-09-11,285.02,285.17,278.3,283.96,6281968
2024-09-12,284,286,281.47,285.37,4161170
2024-09-13,286.49,288.74,285.55,287.35,4987643
2024-09-16,288.05,290.9,287.74,290.48,4458865
2024-09-17,290.9,293.07,290.085,291.56,5135913
2024-09-18,291.84,292.02,288.13,288.48,5889996
2024-09-19,291.09,291.478,282.87,285.24,10382070
2024-09-20,285.5,287,283.25,284.77,27810930
2024-09-23,284.9,288.88,284.62,288.63,6505632
2024-09-24,280.18,281,272.71,272.78,13690160
2024-09-25,274.19,274.25,268.23,269.63,11671270
2024-09-26,270.5,273.24,270,271.69,9552507
2024-09-27,273.16,277.98,272.78,275.17,6509578
2024-09-30,275,275.69,273.2,274.95,5971352
2024-10-01,276.97,279.06,274.36,277.6,5781564
2024-10-02,276.57,277.64,275.37,277,4741561
2024-10-03,276.67,277.69,275.84,276.86,3036651
2024-10-04,277.35,278.44,275.1,277.93,4260920
2024-10-07,277.6,277.615,273.24,273.79,4339337
2024-10-08,274.71,276.1,274.01,274.96,4370915
2024-10-09,275,277.49,274.42,276.93,4115807
2024-10-10,276.78,277.67,275.35,277.47,4063891
2024-10-11,276.04,278.8,275.37,277.84,4746446
2024-10-14,279.08,281.37,277.99,280.68,3996620
2024-10-15,281,282.64,278.83,279.29,5807021
2024-10-16,278.62,287.6,278.35,287.52,9442687
2024-10-17,288.57,290.93,287.61,290.39,8815841
2024-10-18,289.92,291.04,288.08,290.62,5350923
2024-10-21,289.6,290.44,286.33,286.85,6313148
2024-10-22,285.05,286.53,283.53,284.79,5736450
2024-10-23,286.04,286.055,283.53,283.76,5249255
2024-10-24,282.39,283.62,281.73,283.22,4680151
2024-10-25,284,285.09,280.78,281.73,4464561
2024-10-28,282.04,284.64,281.53,284.19,4306240
2024-10-29,284.27,285.7,281.35,281.88,7534759
2024-10-30,292.34,295.78,288.33,290.16,9606784
2024-10-31,292.09,296.34,289.621,289.85,7950228
2024-11-01,288.49,292.67,287.19,290.74,5471088
2024-11-04,291.55,293.15,290.76,291.85,4281721
2024-11-05,291.71,294.78,291.58,293.29,3753721
2024-11-06,306.32,309,302.82,307.4,10320480
2024-11-07,307.5,307.63,304.42,305.8,6237348
2024-11-08,306.89,311.15,305.69,307.87,6240616
2024-11-11,310.09,312.44,309.3,310.92,4674088
2024-11-12,309.04,310.55,308.11,309.85,4616616
2024-11-13,309.49,310.949,307.84,309.48,4046544
2024-11-14,309.3,311.29,307.83,308.25,4415788
2024-11-15,307.56,310.72,306.66,309.64,5106284
2024-11-18,309.48,312.41,308.7,312.16,4585944
2024-11-19,310,312.23,308.51,311.85,4885860
2024-11-20,311.86,312.29,306.22,307.39,6350282
2024-11-21,307.3,310.92,306.65,309.9,5757406
2024-11-22,307.97,311.59,307.9,309.92,5919518
2024-11-25,311.86,313.66,309.86,313.19,14189300
2024-11-26,314.2,314.5,311.54,311.82,7071592
2024-11-27,310.77,316.37,309.49,314.7,5204318
2024-11-29,314.29,316.25,313.7,315.08,3853281
2024-12-02,316.9,317.42,313.71,316.65,5597635
2024-12-03,317.1,317.32,312.77,313.01,5009907
2024-12-04,312.42,312.85,308.8,309.9,5981759
2024-12-05,309.98,311.09,308.83,309.08,5200052
2024-12-06,308.87,312.56,308.8,311.01,4302851
2024-12-09,311.83,313.01,307.64,308.3,5785297
2024-12-10,307.36,312.98,306.64,312.38,4539827
2024-12-11,313.04,315.55,311.215,313.79,4321824
2024-12-12,314.82,315.55,313.43,314.23,3218540
2024-12-13,315.83,316.95,314.34,314.74,4682543
2024-12-16,314.74,317.56,314.1,315.89,6562510
2024-12-17,315.82,318.84,315.14,318.3,8844349
2024-12-18,318.5,321.615,309.56,309.78,10479180
2024-12-19,311.83,316.87,311.23,314.88,8317119
2024-12-20,313.57,320,312.28,317.71,24387020
2024-12-23,315.65,317.97,313.35,317.22,7984610
2024-12-24,318.17,321.54,317.28,320.65,2684103
2024-12-26,319.77,321.45,319.46,320.91,2856059
2024-12-27,319.27,321.5,317.56,318.66,3489200
2024-12-30,314.68,317.11,313.23,315.31,3478763
2024-12-31,316.12,317.66,315.19,316.04,3963824
2025-01-02,317.78,319.68,312.41,314.4,5373059
2025-01-03,314.18,315.92,312.01,314.91,4271845
2025-01-06,315.01,315.39,312.07,313.04,6567336
2025-01-07,312.89,315.19,311.32,311.67,4958641
2025-01-08,311,314.04,310.215,312.6,5161601
2025-01-10,311.2,311.85,305.99,307.71,6660255
2025-01-13,305,306.92,303.84,306.92,9568727
2025-01-14,308.75,310.16,307.52,309.09,5107901
2025-01-15,313.68,317.188,313.13,316.28,5222278
2025-01-16,315.75,319.18,315.75,317.25,4606670
2025-01-17,317.5,320.59,316.71,319.62,5805810
2025-01-21,320.31,324.58,320,323.63,5653341
2025-01-22,324.77,325.74,322.38,323.56,5026478
2025-01-23,323.76,328.51,323.57,328.21,5297085
2025-01-24,328.02,331.085,327.805,330.2,4327755
2025-01-27,330,335.49,328.05,334.54,6636541
2025-01-28,334.67,337.83,332.89,334.48,5999623
2025-01-29,334.5,337.11,334.5,335.88,5087286
2025-01-30,339.51,344.44,339,343.05,8081262
2025-01-31,346.47,351.25,341.71,341.8,8628071
2025-02-03,340,346,339.24,345.82,8004548
2025-02-04,344.6,346.01,342.54,345.15,5532573
2025-02-05,346,349.477,345.25,349.44,4939090
2025-02-06,349.78,350.65,346.6,347.48,4294541
2025-02-07,348,350.748,347.21,348.02,4261612
2025-02-10,348.7,351.9,347.7,351.23,6067002
2025-02-11,348.3,352.12,346.25,350.72,5154783
2025-02-12,349.16,351.83,347.49,351.49,6760066
2025-02-13,353.12,356.08,350.73,355.63,4279581
2025-02-14,354.43,355.43,353.22,353.81,5720285
2025-02-18,353.69,356.74,352.4,356.73,5822034
2025-02-19,356.015,357.15,354.18,355.23,4152269
2025-02-20,355.23,356.13,349.06,350.49,5697023
2025-02-21,350.49,353.32,347.48,348.53,6924127
2025-02-24,348.755,350.8,347.355,349.86,5055927
2025-02-25,351.37,352.587,346,352.09,6191949
2025-02-26,350,351.83,348.99,350.63,5960603
2025-02-27,351.9,360.31,351.675,355.74,7298114
2025-02-28,354.71,364,353.711,362.71,15857340
2025-03-03,363,366.54,359.54,361.82,9099607
2025-03-04,360.11,360.27,350.4,352.23,8955804
2025-03-05,350.83,354.106,348.935,352.68,8244242
2025-03-06,345.96,348.87,340.388,344.16,8611119
2025-03-07,340.87,346.39,339.14,345.32,6358901
2025-03-10,339.94,345.01,337.641,341.48,8204296
2025-03-11,338.41,339.61,329.575,332.14,9776072
2025-03-12,335.97,336.16,329.11,332.84,6295394
2025-03-13,330.99,336.2,327.7,328.55,7915323
2025-03-14,327.21,332.766,326.381,331.8,7810970
2025-03-17,330.03,336.11,329.76,334.55,6149652
2025-03-18,335.29,335.8,332.3,334.77,7778631
2025-03-19,336.8,341.031,334.5,339.87,5615204
2025-03-20,339,342.24,337.66,339.5,5432675
2025-03-21,337.37,339.43,335.52,335.66,17279670
2025-03-24,338.65,345.22,337.651,343.87,5675111
2025-03-25,344.56,345.53,340.67,344.62,3931161
2025-03-26,345.99,347.38,343,344.18,6187574
2025-03-27,344,350.84,343.32,349.86,7254807
2025-03-28,349.19,351.615,341.605,342.85,5687616
2025-03-31,339.35,351.86,334.49,350.46,9950762
2025-04-01,350.44,350.45,342.57,346.35,7473329
2025-04-02,343.44,348.2,343.05,346.33,5682521
2025-04-03,333.9,344.735,331,339.39,8792873
2025-04-04,330,334.65,312.12,313.13,13201740
2025-04-07,302.07,322.18,299,312.32,12163440
2025-04-08,322.24,326.28,303.93,308.27,9569298
2025-04-09,305.635,334.03,305.635,332.43,11361800
2025-04-10,328.02,330.16,313.27,324.61,8709762
2025-04-11,324.43,336.98,322.54,333.4,6804507
2025-04-14,336.41,339.61,333.14,335.18,5011779
2025-04-15,336.72,339.39,335,335.81,4386214
2025-04-16,335,337.224,328.86,331.33,5850819
2025-04-17,331.07,334.32,328.44,329.61,5655943
2025-04-21,329,329.15,316.654,320.1,6362425
2025-04-22,323.855,332.56,322.39,331.4,5435531
2025-04-23,337.24,341.25,333.2,334.37,8906235
2025-04-24,333.28,336.77,331.25,335.71,8055174
2025-04-25,334.76,336.365,332.17,335.17,4452757
2025-04-28,336.775,339.335,335.02,337.51,5422903
2025-04-29,338.5,342.27,336.46,341.52,5519533
2025-04-30,334.44,346.52,333.24,345.5,9526712
2025-05-01,345.58,345.72,340.12,342.45,5849940
2025-05-02,347.22,350.09,346.12,347.6,6113683
2025-05-05,347,351.05,346.121,348.64,3865342
2025-05-06,346.4,349.65,345.758,347.7,3438464
2025-05-07,348.7,351.15,347.21,349.85,5454135
2025-05-08,352,355.33,350.945,351.27,4156386
2025-05-09,351.83,353.8,350.67,352.54,3086734
2025-05-12,359.14,361.89,351.13,355.85,7985428
2025-05-13,355.52,358.87,354.58,356.14,5406243
2025-05-14,356.67,358.41,355.213,356.46,6208010
2025-05-15,356.89,363.73,356.675,362.3,5826126
2025-05-16,362.95,366.19,360.89,365.12,5838075
2025-05-19,363.02,369.15,362.321,367.9,5081519
2025-05-20,367.78,368.25,364.69,366.84,5281778
2025-05-21,363.72,365.989,358.08,358.3,6125536
2025-05-22,357.755,360,356.56,357.97,4936568
2025-05-23,353.745,356,352.22,353.54,5346050
2025-05-27,355.41,360,354.48,359.3,6316301
2025-05-28,359.34,360.91,358.04,359.73,3299041
2025-05-29,360.35,363.04,358.72,362.4,4590972
2025-05-30,361.35,367.04,361.35,365.19,8726858
2025-06-02,362.77,365.46,359.96,365.32,3845997
2025-06-03,364.58,366.88,361.5,365.86,5221424
2025-06-04,366.71,369.66,366.31,368,4202306
2025-06-05,370,371,365.93,366.77,6884638
2025-06-06,369.01,371,367.55,370.22,5008493
2025-06-09,369.79,369.79,362.05,366.66,5000275
2025-06-10,367,371.44,366.68,370.7,4109266
2025-06-11,370,375.51,369.38,373.31,5562874
2025-06-12,372.23,374.17,369.545,371.4,4874007
2025-06-13,361.505,363.01,345,352.85,14181690
2025-06-16,356.49,360.22,354.33,355.48,7234665
2025-06-17,353.49,359.602,353.32,357.84,5559643
2025-06-18,357.85,358.475,338.04,340.38,15008620
2025-06-20,338.95,340,334.92,338.57,19332080
2025-06-23,337.5,344.3,335.63,343.75,7553346
2025-06-24,351.52,354.56,347.92,351.63,10171950
2025-06-25,350.45,351.29,345.26,345.26,6836286
2025-06-26,343.775,346.91,342.03,346.03,8829456
2025-06-27,346.59,352.01,345.66,348.61,6601921
2025-06-30,349.35,355.61,349.06,355.05,7080119
2025-07-01,353.82,357,351.42,355.47,6653409
2025-07-02,354.6,356.36,350,354.22,5131422
2025-07-03,354.59,359,353.61,358.86,3702810
2025-07-07,358.92,359.66,354.49,356.64,5138011
2025-07-08,356.68,358.275,353.25,354.55,6966793
2025-07-09,355.07,357.76,353.75,357.76,7297087
2025-07-10,356.83,357.62,353.45,355.88,6121637
2025-07-11,352.51,353.81,344.392,347.93,7580157
2025-07-14,347.39,351.97,345.01,350.5,5599263
2025-07-15,348.12,350.21,346.76,347.02,4891719
2025-07-16,347.29,350.67,345.8,349.9,5544214
2025-07-17,350,351.37,348.48,349.81,4747460
2025-07-18,349.5,349.5,347.16,349.05,4927644
2025-07-21,349.06,353.65,348.4,350.94,5216269
2025-07-22,351.1,354.48,350.2,351.86,4614217
2025-07-23,353,355.78,351.21,355.29,4385600
2025-07-24,354.82,357.18,353.86,353.97,5887647
2025-07-25,354,357.65,353.01,357.04,3915781
2025-07-28,356.38,358.32,354.73,355.47,3920959
2025-07-29,356.29,358.32,350.81,351.29,7402324
2025-07-30,351.7,356.62,347.23,350.91,12129680
2025-07-31,348.93,352.82,345.09,345.47,8641733
2025-08-01,344.1,346.17,338.1,339.35,8658670
2025-08-04,341.695,344.38,340,342.15,7335286
2025-08-05,342.15,342.46,335.55,337.43,7295564
2025-08-06,338.295,341.429,335.43,339.74,5944108
2025-08-07,341.43,342.15,328.7,332.09,8797064
2025-08-08,333.68,337.377,332.73,336.78,6073868
2025-08-11,336.73,337.86,334.51,335.9,5715795
2025-08-12,335.2,338.65,334.81,336.74,5684596
2025-08-13,336.98,343.48,336.78,342.55,5693362
2025-08-14,342.94,346.08,341.67,345.49,6224008
2025-08-15,346.245,348.36,342.86,344.47,4946616
2025-08-18,343.84,345.728,340.95,342.74,3999572
2025-08-19,342.56,346.34,341.89,342.45,4457201
2025-08-20,343.4,347.44,342.852,343.93,5834366
2025-08-21,342.89,344.52,339.72,343.69,6073857
2025-08-22,345.22,351.2,345.22,350.04,4973223
2025-08-25,349.61,350.72,347.502,348.82,8020043
2025-08-26,348.69,353.4,347.445,351.18,5876224
2025-08-27,350.71,353.425,349.84,350.35,5531127
2025-08-28,350.6,351.04,348.6,349.86,4987541
2025-08-29,350.46,352.63,349,351.78,3671901
2025-09-02,349.31,350.168,346.08,350.07,4940539
2025-09-03,349.34,350.89,347.26,350.87,4176415
2025-09-04,350.73,352.63,349.15,350.99,4323973
2025-09-05,351.375,352.621,340.2,343.22,5448341
2025-09-08,342.34,344.382,341,342.3,4711571
2025-09-09,341.69,346.32,341.29,343.99,4646187
2025-09-10,342.61,342.61,336.44,338.12,6557868
2025-09-11,338.73,343.53,337.87,343.49,5157593
2025-09-12,341.22,343.19,339.17,339.43,3518310
2025-09-15,340.61,342.71,338.39,339.05,4367547
2025-09-16,336.24,340.54,333.47,340.03,5527730
2025-09-17,339.94,346.2,339.52,346.2,5763537
2025-09-18,344.73,345.27,338.18,338.18,7526597
2025-09-19,340.45,342.69,338.25,341.61,13674340
2025-09-22,339.01,344.86,338.66,344.36,5621798
2025-09-23,344.59,345.255,337.63,338.7,10142660
2025-09-24,339.13,339.9,337.92,338.68,5207430
2025-09-25,338.35,340.2,334.51,334.93,5398713
2025-09-26,337.23,339.5,336.23,337.37,9619547
2025-09-29,337.38,340.64,335.55,340.16,7218209
2025-09-30,339.82,345.61,338.51,341.38,8164773
2025-10-01,340.31,349.36,340.31,347.83,8380965
2025-10-02,346.215,347.18,343.557,345.95,5198236
2025-10-03,346.11,353.16,346,349.84,5199681
2025-10-06,350.01,351.12,344.35,349.28,4735635
2025-10-07,350.06,354.44,350.06,352.42,5044597
2025-10-08,353.78,355,351.1,351.36,3927524
2025-10-09,351.47,352.87,345.582,347.04,4434799
2025-10-10,347.63,350.4,343.25,343.65,6296169
2025-10-13,343.72,347.66,340.73,343.3,4030682
2025-10-14,341,350.01,340.22,348.38,5731348
2025-10-15,348.38,350.075,344,345.69,3778198
2025-10-16,345,345.69,334.17,335.4,6241506
2025-10-17,337.77,343.45,337,341.89,6267130
2025-10-20,341.9,344.96,338.94,344.41,4665032
2025-10-21,343.12,349.65,343,347.21,4121756
2025-10-22,347.82,348.17,344.5,345.36,5074406
2025-10-23,346.2,347.147,344.46,345.96,7217225
2025-10-24,348.2,349.08,345.32,347.38,3576694
2025-10-27,349,349.52,345.01,347.82,5400264
2025-10-28,348.58,349.89,346.5,346.9,7445361
2025-10-29,346,350.98,339,341.28,8361652
2025-10-30,342.22,349.715,341.79,345.03,6411843
2025-10-31,342.08,343,338.17,340.74,7301556
2025-11-03,341,341.21,334.82,336.9,5537953
2025-11-04,336.48,340.32,334.25,340.3,5920151
2025-11-05,340.13,342.11,336.36,340.04,4984599
2025-11-06,338.59,338.65,333.71,336.96,8507904
2025-11-07,336.725,338.285,334.85,336.02,5318383
2025-11-10,336.65,338.68,334.32,334.85,5295841
2025-11-11,335.5,339.09,333.2,338.92,4453262
2025-11-12,338.25,344.26,337.4,338.88,6389575
2025-11-13,339.035,341.46,335.6,336.08,4961710
2025-11-14,335.89,336.08,329.028,330.02,6422317
2025-11-17,331.16,333.36,324.93,325.75,6494770
2025-11-18,324.5,325,318,321.18,9170422
2025-11-19,321.52,324.565,319.87,324.12,7066730
2025-11-20,324.12,328.4,323.14,323.77,6510309
2025-11-21,325.38,331.075,324.29,327.98,8929964
2025-11-24,329.24,330.73,326,329.3,9337124
2025-11-25,328.9,336.06,328.9,334.53,5854254
2025-11-26,334.53,335.71,333.055,333.79,4309894
2025-11-28,333.43,335.015,332,334.44,4586242
2025-12-01,332.94,333.3,330.14,330.39,7082250
2025-12-02,331.45,332.8,327.21,329.62,8201871
2025-12-03,329.61,332.35,329.35,329.61,6296657
2025-12-04,331.28,332.38,324.28,327.1,6277498
2025-12-05,326.83,334.11,326.397,331.24,5266948
2025-12-08,329.88,331.34,324.71,326.84,6059427
2025-12-09,326.61,328.225,325.07,326.5,4325416
2025-12-10,326.64,328.76,325.3,325.73,5467541
2025-12-11,332.6,347.32,330.06,345.63,12953580
2025-12-12,348,349.84,345.97,347.83,6942265
2025-12-15,347.83,348.45,343.83,346.89,7004647
2025-12-16,346,347.62,343.72,345.11,7269268
2025-12-17,345.55,347.79,343.68,344.41,7263538
2025-12-18,345.17,347.53,344.27,346.01,6805017
2025-12-19,346.05,349.91,346.05,349.25,18623950
2025-12-22,350,353.44,349.59,352.09,5043517
2025-12-23,352,356.38,352,353.38,3703221
2025-12-24,353.38,355.99,353.01,355.14,2023556
2025-12-26,355.1,356.725,353.71,355,2016968
2025-12-29,355.49,356.55,353.8,354.61,3989891
2025-12-30,354,354.87,352.66,353.62,3366487
2025-12-31,353.65,355.2,350.69,350.71,3503151
2026-01-02,349.87,350.05,343.48,346.48,5403770
2026-01-05,344.5,357.535,344.05,353.8,7592151
2026-01-06,353.68,358.62,352,357.56,6775412
2026-01-07,357.15,358.28,354.51,355.88,6333895
2026-01-08,355,356.35,349.5,352.23,6357646
2026-01-09,352.16,354.697,349.155,349.77,4903262
2026-01-12,342.78,346.51,337.32,343.2,13281280
2026-01-13,337,337.52,323.83,327.88,20383500
2026-01-14,328.66,329.9,323.94,329.17,9388417
2026-01-15,329.33,331.69,326.37,327.75,8587654
2026-01-16,326.78,329.25,325.4,328.3,8341619
2026-01-20,322.225,328.32,321.56,325.82,8279909
2026-01-21,326.43,328.67,323,325.28,8974643
2026-01-22,326.46,328.39,324,326.36,6938702
2026-01-23,325.86,327.8,324.62,326.18,5667908
2026-01-26,328,332,325.03,328.49,7540150
2026-01-27,328.475,328.93,324.91,325.26,6365803
2026-01-28,326.73,328.39,324.88,326.98,8105960
2026-01-29,330,333.36,323.51,331.8,10214230
2026-01-30,332.22,333,321.6,321.83,11199090
2026-02-02,324.83,334.69,324.105,333.84,8502426
2026-02-03,331.65,335.79,328.87,328.93,9081171
2026-02-04,327.11,331.31,324.415,329.95,8472261
2026-02-05,333,337.59,328.82,329.13,8339033
2026-02-06,331.78,335.125,327.1,331.58,7798819
2026-02-09,330.76,332.82,323.62,325.58,8513414
2026-02-10,324.71,329.88,324.55,328.17,5801843
2026-02-11,326.92,331.038,326.42,329.24,8264294
2026-02-12,328.89,332.24,324,324.18,9392613
2026-02-13,323.83,326.475,312.82,314.08,11653920
2026-02-17,314.41,321.38,314.41,319.5,8591680
2026-02-18,319.5,322.28,316.72,320.3,7092280
2026-02-19,317.49,320.2,315.73,318.93,5967559
2026-02-20,318.11,322.35,317.82,320.95,6831437
2026-02-23,319.04,320.515,304.705,306.52,13047970
2026-02-24,305.5,309.265,303.08,307.22,9120236
2026-02-25,308.55,313.94,308.25,312.99,7624212
2026-02-26,314.48,319.42,313.94,316.7,8725506
2026-02-27,314.46,320.23,311.95,320.14,12412890
2026-03-02,315.5,322.6,314.595,320.51,6674915
2026-03-03,315.805,322.04,314.35,320.83,5474282
2026-03-04,321.44,325.77,319.8,320.47,5257934
2026-03-05,319.33,322.8,314.77,319.8,8276075
2026-03-06,316.045,317.69,312.3,317.36,6439709
2026-03-09,313.46,316.4,310.15,315.97,8381514
2026-03-10,315.43,317.13,311.45,314.43,5271347
2026-03-11,313.25,315.08,308.39,308.96,6385139
2026-03-12,308.14,310.95,306.019,306.5,7514907
2026-03-13,307.59,310.35,306.42,307.14,4814144
2026-03-16,307.85,311.13,307.38,310.11,6401225
2026-03-17,311.32,312.69,307.38,308.46,6872151
2026-03-18,307.41,307.935,298.5,299.02,7191684
2026-03-19,298.04,302.465,297.032,299.71,6826379
2026-03-20,299.85,302.92,299.01,301.62,14398130
2026-03-23,305.2,307.85,302.85,304.44,7824542
2026-03-24,302,306.035,300.62,303.76,5375944
2026-03-25,305.48,308.49,302.17,304.91,6280873
2026-03-26,304.16,307.87,303,305.53,7652673
2026-03-27,304.32,304.59,294.32,295.52,9974411
2026-03-30,298.73,300.68,295.89,299.54,9330319
2026-03-31,301.6,303.34,296.585,302.24,10246900
2026-04-01,305.05,305.05,293.89,298.51,7707556
2026-04-02,297.8,302.47,295.85,300.8,4376048
2026-04-06,300.74,304.42,299.46,303.33,5501001
2026-04-07,302.44,304.981,301.12,302.55,4413857
2026-04-08,307.73,311.08,307.7,308.96,6879288
2026-04-09,308,309.58,303.59,308.29,4811480
2026-04-10,308.71,309,303.51,304.36,5190038
2026-04-13,303.93,309.75,302.34,309.39,6787248
2026-04-14,308.47,312.12,307.49,311.37,5571023
2026-04-15,313,316.73,311.52,315.91,4831444
2026-04-16,316.35,318,314.57,315.1,5695849
2026-04-17,316.6,319.44,315.18,317.02,8082341
2026-04-20,316.4,317.549,312.35,313.94,5506825
2026-04-21,314.01,316.89,308.82,309.94,6806871
2026-04-22,311.01,311.36,308.06,311.29,5666602
2026-04-23,310.495,312.2,305.01,308.88,7274986
2026-04-24,307.1,309.98,304.5,309.42,5616898
2026-04-27,307.51,310.815,306.06,309.65,6261475
2026-04-28,312.2,313.96,308.74,309.3,8839906
2026-04-29,336.4,341.98,333.79,334.86,16658560
2026-04-30,332.12,332.5,328.08,329.84,11241060
2026-05-01,332.88,335.85,327.925,328.03,6726071
2026-05-04,328,329.79,325.4,326.85,6712421
2026-05-05,325.11,325.58,319.645,322.03,5893197
2026-05-06,323.75,324.58,318,318.8,7808382
2026-05-07,319.54,323.69,319.54,321.28,7186066
2026-05-08,320.985,321.07,316.16,318.79,5950212
2026-05-11,319.1,325.18,318.01,323.86,9586163
2026-05-12,324.32,328.91,324.2,326.42,6235152
2026-05-13,323.79,325.42,319.8,320.31,7950446
2026-05-14,321.37,323.325,320.25,322.52,5277351
2026-05-15,324,329.01,323.84,325.75,6054523
2026-05-18,324.43,333.43,323.77,332.64,5305798
2026-05-19,333.33,335.17,329.49,329.91,12858130
2026-05-20,330.09,331.655,326.82,330.75,9422525
2026-05-21,329.84,332.52,327.235,331.12,7034505
2026-05-22,330.52,333.43,328.82,328.88,7464251
